id_iniciativa,ruta_iniciativa,ruta_decreto
227,storage/iniciativas/221-INIC-COD-PENAL-PRD2.pdf,
228,storage/iniciativas/222-INIC-COD-PENAL-PRD.pdf,
229,storage/iniciativas/223-INIC-LOMPAL-PRD2.pdf,
230,storage/iniciativas/224-INIC-CONSTITUC-PRD2.pdf,
231,storage/iniciativas/225-INIC-CONST-PRD.pdf,
232,storage/iniciativas/226-INIC-MUJERES-PRD.pdf,
233,storage/iniciativas/227-INIC-COD-PEN-PRD2.pdf,
234,storage/iniciativas/228-INIC-ALIMENT-PRD.pdf,
235,storage/iniciativas/229-INIC-CONST-PRD.pdf,
236,storage/iniciativas/230-INIC-CONSTIT-PRD.pdf,
237,storage/iniciativas/231-INIC-CONSTITUC-PRD.pdf,
238,storage/iniciativas/232-INIC-COD-ADM-PRD.pdf,
239,storage/iniciativas/233-INIC-CONST-PRD.pdf,
240,storage/iniciativas/234-INIC-COD-PENAL-PRD.pdf,
241,storage/iniciativas/235-INIC-CONSTITUC-PRD.pdf,
242,storage/iniciativas/236-INIC-COD-PENAL-PRD.pdf,
243,storage/iniciativas/237-INIC-CONSTITUC-PRD.docx,
244,storage/iniciativas/238-INIC-JUVENTUD-PRD.docx,
245,storage/iniciativas/239-INIC-COD-PENAL-PRD.docx,
246,storage/iniciativas/240-INIC-COD-PENAL-PRD.docx,
247,storage/iniciativas/241-INIC-COD-PENAL-PRD.docx,
248,storage/iniciativas/242-INIC-ADULTO-PRD.docx,
249,storage/iniciativas/243-INIC-NIÑAS-PRD.docx,
250,storage/iniciativas/244-INIC-COD-ELECT-PRD.docx,
251,storage/iniciativas/245-INIC-ALIMENTOS-PRD.docx,
252,storage/iniciativas/246-INIC-VIOLENCIA-PRD.docx,
253,storage/iniciativas/247-INIC-COD-PENAL-PRD.docx,
254,storage/iniciativas/248-INIC-CODIGO PENAL-PRD0.docx,
255,storage/iniciativas/249-INIC-CONSTITUC-PRD.docx,
256,storage/iniciativas/250-INIC-LOMPAL-PRD.docx,
257,storage/iniciativas/251-INIC-CONSTITUC-PRD.docx,
258,storage/iniciativas/252-INIC-CONSTITUC-PRD.docx,
259,storage/iniciativas/253-INIC-FOMENTO-PRD.docx,
260,storage/iniciativas/254-INIC-COD-ADM-PRD.docx,
261,storage/iniciativas/255-INIC-COD-ADM-PRD.docx,
262,storage/iniciativas/256-INIC-TRABAJO-PRD.docx,
263,storage/iniciativas/257-INIC-ANIMALES-PRD.docx,
264,storage/iniciativas/258-INIC-COD-PENAL-PRD.docx,
265,storage/iniciativas/259-INIC-CONSTITUC-PRD.docx,
344,storage/iniciativas/212-214-OFIC-TARIFAS DE AGUA-12NOV2024.doc,storage/decretos/Tarifas agua.pdf
267,storage/iniciativas/261-INIC-LOPLEG-PRD.docx,
268,storage/iniciativas/262-INIC-MIGRANTES-PRD.docx,
269,storage/iniciativas/263-INIC-MUJERES-PRD.docx,
270,storage/iniciativas/264-INIC-RURAL-PRD.pdf,
271,storage/iniciativas/265-INIC-COD-ADM-PRD.docx,
272,storage/iniciativas/266-NIC-LOAP-PRD.docx,
273,storage/iniciativas/267-INIC-NIÑAS-PRD.docx,
274,storage/iniciativas/268-INIC-COD-PENAL-PRD.docx,
275,storage/iniciativas/269-INIC-ADULTO-PRD.docx,
276,storage/iniciativas/270-INIC-COD-PENAL-PRD.docx,
277,storage/iniciativas/271-INIC-COD-ADM-PRD.docx,
278,storage/iniciativas/272-INIC-JUVENTUD-PRD.docx,
279,storage/iniciativas/273-INIC-TRABAJO-PRD.docx,
280,storage/iniciativas/274-INIC-AJOLOTE-PRD.docx,
281,storage/iniciativas/275-INIC-LOMPAL-PRD.docx,
282,storage/iniciativas/276-INIC-JUVENTUD-PRD.pdf,
283,storage/iniciativas/277-INIC-POLITICAS-PRD.docx,
284,storage/iniciativas/278-INIC-CONSTITUC-PRD.pdf,
285,storage/iniciativas/279-INIC-ACTOS-PRD.pdf,
286,storage/iniciativas/280-INIC-LOAP-PRD.pdf,
287,storage/iniciativas/281-INIC-COD-PENAL-PRD.pdf,
288,storage/iniciativas/282-INIC-BIODIVERSID-PRD.pdf,
289,storage/iniciativas/283-INIC-LOMPAL-PRD.pdf,
290,storage/iniciativas/284-INIC-MUJERES-PRD.pdf,
291,storage/iniciativas/285-INIC-COD-ADM-PRD.pdf,
292,storage/iniciativas/286-INIC-COD-CIVIL-PRD.pdf,
293,storage/iniciativas/287-INIC-LOAP-PRD.pdf,
294,storage/iniciativas/288-INIC-MOVILIDAD-PRD.pdf,
295,storage/iniciativas/289-INIC-COD-CIV-PRD.pdf,
296,storage/iniciativas/290-INIC-CONSTITUC-PRD.pdf,
297,storage/iniciativas/291-INIC-DESARR-SOCIAL-PRD.pdf,
298,storage/iniciativas/292-INIC-CONSTITUC-PRD.pdf,
299,storage/iniciativas/293-INIC-COD-BIODIVERS-PRD.pdf,
300,storage/iniciativas/294-INIC-MUJERES-PRD.pdf,
301,storage/iniciativas/295-INIC-COD-PENAL-PRD.pdf,
302,storage/iniciativas/296-INIC-BIBLIOTEC-PRD.pdf,
303,storage/iniciativas/297-INIC-CONSTITUC-PRD.pdf,
304,storage/iniciativas/298-INIC-NIÑAS-PRD.pdf,
305,storage/iniciativas/299-INIC-CAMBIO-PRD.pdf,
306,storage/iniciativas/300-INIC-BIODIV-PRD.pdf,
307,storage/iniciativas/301-INIC-DESAR-SOCIAL-PRD.pdf,
308,storage/iniciativas/302-INIC-MIGRANTES-PRD.pdf,
309,storage/iniciativas/303-INIC-JUVENTUD-PRD.pdf,
310,storage/iniciativas/304-INIC-APILCULT-PRD.pdf,
311,storage/iniciativas/305-INIC-LOAP-PRD.pdf,
312,storage/iniciativas/306-INIC-LOMPAL-PRD.pdf,
313,storage/iniciativas/307-INIC-DESAR-SOC-PRD.pdf,
314,storage/iniciativas/308-INIC-MUJERES-PRD.pdf,
315,storage/iniciativas/309-INIC-COD-PENAL-PRD.pdf,
316,storage/iniciativas/310-INIC-COD-PEN-PAOLA.pdf,
317,storage/iniciativas/311-INIC-SALARIO-PAOLA.pdf,
318,storage/iniciativas/312-INIC-LyRPLEG-PAOLA.pdf,
319,storage/iniciativas/313-INIC-INMUEB-TENANGODELVALLE-EJEC.pdf,storage/decretos/Dec 113.pdf
320,storage/iniciativas/314-INIC-INMUEB-LAPAZ-EJEC.pdf,
321,storage/iniciativas/315-INIC-INMUEB-TIANGUISTENCO-EJEC.pdf,
322,storage/iniciativas/316-INIC-ATIZAPAN-EJEC.pdf,storage/decretos/DECRETO 58.pdf
323,storage/iniciativas/317-INIC-COD-BIODIV-EJEC.docx,
324,storage/iniciativas/318-OFIC-CUENTA PUBLICA-2023.pdf,storage/decretos/DECRETO 13.pdf
325,storage/iniciativas/319-INIC-AGUA-TONANITLA-EJEC.pdf,
326,storage/iniciativas/320-INIC-AGUA-TEJUPILCO-EJEC.pdf,
327,storage/iniciativas/321-INIC-CONSTIT-JCP.doc,
1173,storage/iniciativas/19-MINUTA-IGUALDAD-CAMARA DE DIPUTADOS.pdf,storage/decretos/ACUERDO 19-minuta.pdf
345,storage/iniciativas/212-214-OFIC-TARIFAS DE AGUA-12NOV2024.doc,storage/decretos/DECRETO 62.pdf
346,storage/iniciativas/212-214-OFIC-TARIFAS DE AGUA-12NOV2024.doc,storage/decretos/DECRETO 62.pdf
365,storage/iniciativas/215-INIC-CONST-ZURITA-PM.pdf,storage/decretos/DECRETO 182.pdf
366,storage/iniciativas/216-INIC-CONST-MARÍA JOSÉ-PM.pdf,
367,storage/iniciativas/1-INIC-CONST-ZAIRA-PM.docx,storage/decretos/1-INIC-CONST-CONGRESO.pdf
368,storage/iniciativas/217-INIC-LOMPAL-ESTRADA-PM.pdf,
369,storage/iniciativas/218-INIC-AGUA-PVEM.pdf,
370,storage/iniciativas/219-INIC-BIODIVER-HECTOR-PVEM.pdf,
371,storage/iniciativas/220-INIC-COD-PENAL-PVEM.pdf,storage/decretos/DECRETO 96.pdf
372,storage/iniciativas/221-INIC-INDIGENA-MEJIA-PRI.pdf,
373,storage/iniciativas/222- INIC-COD-PENAL-ALEXIA-PAN.docx,
374,storage/iniciativas/223-INIC-SEG-SOCIAL-ANUAR-PAN.docx,
375,storage/iniciativas/224-INIC-RURAL-PMC.pdf,
376,storage/iniciativas/225-INIC-MOVILIDAD-FAUNA-PMC.pdf,
377,storage/iniciativas/226-INIC-JUVENTUD-PRD.pdf,
378,storage/iniciativas/16-PA-BUEN FIN-CASTRO-PRI.pdf,
379,storage/iniciativas/20-PA-ACTUALIZAC-PROCEDIM-OIC.doc,storage/decretos/ACUERDO 20.pdf
380,,storage/decretos/ACUERDO 21.pdf
381,,storage/decretos/ACUERDO 22.pdf
382,,storage/decretos/ACUERDO 23.pdf
1179,,storage/decretos/ACUERDO 24.pdf
1180,,storage/decretos/ACUERDO 25.pdf
1181,,storage/decretos/ACUERDO 26.pdf
360,storage/iniciativas/6-INIC-PDTE-SUSTIT-TEMOAYA-EJEC.pdf,storage/decretos/DECRETO 6.pdf
220,storage/iniciativas/214-INIC-DEPORTE-PRD.pdf,
361,storage/iniciativas/227-INIC-ADEUDOS-NEZA-EJEC.pdf,storage/decretos/DECRETO 24.pdf
362,storage/iniciativas/228-INIC-COMODATO-TLALNE-EJEC.pdf,storage/decretos/DECRETO 21.pdf
363,storage/iniciativas/229-INIC-LIMIT-AXAPUSCO-NOPALTEPEC-EJEC.pdf,storage/decretos/DECRETO 26.pdf
364,storage/iniciativas/230-INIC-LOADM-EJEC.pdf,storage/decretos/DECRETO 25.pdf
365,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
366,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
367,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
368,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
369,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
370,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
371,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
372,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
373,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
374,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
375,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
376,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
377,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
378,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
379,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
380,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
381,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
382,storage/iniciativas/231-248-OFIC-TARIFAS DE AGUA.doc,storage/decretos/DECRETO 62.pdf
383,storage/iniciativas/249-INIC-CONST-OCTAVIO-PM.pdf,storage/decretos/63-DECLARAT-DEC-CONSTITUC-PJUDICIAL-.docx
384,storage/iniciativas/250-INIC-COD-FINANC-ADAME-PVEM.pdf,
385,storage/iniciativas/251-INIC-DIA DEPORTE-ITZEL-PVEM.pdf,storage/decretos/DEC 178.pdf
386,storage/iniciativas/252-INIC-COD-FINANC-ZARZOSA-PRI.pdf,
387,storage/iniciativas/253-INIC-COD-FINANC-PRI.pdf,
388,storage/iniciativas/254-INIC-INFANTIL-JOANNA-PAN.docx,
389,storage/iniciativas/255-INIC-LOPLEG-PMC.pdf,
390,storage/iniciativas/256-INIC-MANTENIM-PMC.pdf,
391,storage/iniciativas/257-INIC-NIÑAS-PRD.pdf,
392,storage/iniciativas/258-INIC-LOMPAL-PRD.pdf,
1182,storage/iniciativas/27-PA-ENTREGA-CERON-PM.pdf,storage/decretos/ACUERDO 27.pdf
1183,storage/iniciativas/28-PA-ECATEPEC-OCTAVIO-PM.docx,storage/decretos/ACUERDO 28.pdf
1184,storage/iniciativas/17-PA-ABUSO-KRISHNA-PAN.docx,
1185,,storage/decretos/ACUERDO 29.pdf
1186,storage/iniciativas/30-OFIC-LICENC-RIGOBERTO-PM.pdf,storage/decretos/ACUERDO 30.pdf
1187,storage/iniciativas/31-PA-INTEGR-COMISIONE-JCP.doc,storage/decretos/ACUERDO 31.pdf
169,storage/iniciativas/37-INIC-ADULTO-PVEM.pdf,
400,storage/iniciativas/11.- INI-CÓD. PENAL-INTERRUPCION DEL EMBARAZO-DIPUTADAS.pdf,storage/decretos/DECRETO 11.pdf
393,storage/iniciativas/259-OFIC-INFORMES-CUENTAS.pdf,storage/decretos/DECRETO 13.pdf
394,storage/iniciativas/260-OFIC-INFORMES-CUENTAS.pdf,storage/decretos/DECRETO 14.pdf
1188,storage/iniciativas/32-MINUTA-CPEUM-SEGURIDAD-CAMARA DE DIPUTADOS.pdf,storage/decretos/ACUERDO 32-minuta.pdf
1189,storage/iniciativas/33-MINUTA-CPEUM-PROTECCION ANIMAL-SENADO.pdf,storage/decretos/ACUERDO 33-minuta.pdf
395,storage/iniciativas/258-INIC-CONSTI-PJUDIC-PM-PT-PVEM.docx,storage/decretos/63-DECLARAT-DEC-CONSTITUC-PJUDICIAL-.docx
396,storage/iniciativas/259-INIC-PARTO-JOANNA-PAN.pdf,
397,storage/iniciativas/260-INIC-COD-CIVIL-JOANNA-PAN.pdf,
398,storage/iniciativas/261-INIC-COD-CIVIL-PENAL-JOANNA-PAN.pdf,
399,storage/iniciativas/262-INIC-NIÑAS-ANUAR-PAN.pdf,
401,storage/iniciativas/12-INI-COPLADEM-JCP.doc,storage/decretos/DECRETO 10.pdf
402,storage/iniciativas/13-INIC-HACENDARIO-JCP.doc,storage/decretos/DECRETO 9.pdf
403,storage/iniciativas/14-INIC-JUVENTUD-JCP.doc,storage/decretos/DECRETO 12.pdf
404,storage/iniciativas/263-INIC-FORZADA-VLADIMIR-PM.pdf,storage/decretos/DECRETO 88.pdf
405,storage/iniciativas/264-INIC-IMSS-BIENESTAR-LUVIANOS-EJEC.pdf,storage/decretos/DECRETO 34.pdf
406,storage/iniciativas/265-INIC-IMSS-BIENESTAR-LAPAZ-EJEC.pdf,storage/decretos/DECRETO 35.pdf
407,storage/iniciativas/266-INIC-IMSS-BIENESTAR-NAUCALPAN-EJEC.pdf,storage/decretos/DECRETO 36.pdf
408,storage/iniciativas/267-INIC-IMSS-BIENESTAR-LAPAZ2-EJEC.pdf,storage/decretos/DECRETO 37.pdf
409,storage/iniciativas/268-INIC-IMSS-BIENESTAR-NAUCALPAN2-EJEC.pdf,storage/decretos/DECRETO 38.pdf
410,storage/iniciativas/269-INIC-IMSS-BIENESTAR-IXTAPALUCA-EJEC.pdf,storage/decretos/DECRETO 39.pdf
411,storage/iniciativas/270-INIC-IMSS-BIENESTAR-ECATEPEC-EJEC.pdf,storage/decretos/DECRETO 40.pdf
412,storage/iniciativas/271-INIC-IMSS-BIENESTAR-TECAMAC-EJEC.pdf,storage/decretos/DECRETO 41.pdf
413,storage/iniciativas/272-INIC-IMSS-BIENESTAR-CHICOLOAPAN-EJEC.pdf,storage/decretos/DECRETO 42.pdf
414,storage/iniciativas/273-INIC-IMSS-BIENESTAR-LAPAZ3-EJEC.pdf,storage/decretos/DECRETO 43.pdf
415,storage/iniciativas/274-INIC-IMSS-BIENESTAR-IXTLAHUACA-EJEC.pdf,storage/decretos/DECRETO 44.pdf
416,storage/iniciativas/275-INIC-IMSS-BIENESTAR-TECAMAC2-EJEC.pdf,storage/decretos/DECRETO 45.pdf
417,storage/iniciativas/276-INIC-IMSS-BIENESTAR-TOLUCA-EJEC.pdf,storage/decretos/DECRETO 46.pdf
418,storage/iniciativas/277-INIC-IMSS-BIENESTAR-TECAMAC3-EJEC.pdf,storage/decretos/DECRETO 47.pdf
419,storage/iniciativas/278-INIC-IMSS-BIENESTAR-ATIZAPANZ-EJEC.pdf,storage/decretos/DECRETO 48.pdf
420,storage/iniciativas/279-INIC-IMSS-BIENESTAR-XONACATLAN-EJEC.pdf,storage/decretos/DECRETO 49.pdf
421,storage/iniciativas/280-INIC-IMSS-BIENESTAR-NEZA-EJEC.pdf,storage/decretos/DECRETO 50.pdf
422,storage/iniciativas/281-INIC-IMSS-BIENESTAR-TOLUCA2-EJEC.pdf,storage/decretos/DECRETO 51.pdf
423,storage/iniciativas/282-INIC-IMSS-BIENESTAR-TOLUCA3-EJEC.pdf,storage/decretos/DECRETO 52.pdf
424,storage/iniciativas/283-INIC-IMSS-BIENESTAR-ATIZAPANZ2-EJEC.pdf,storage/decretos/DECRETO 53.pdf
425,storage/iniciativas/284-INIC-ISEM-JIQUIPILCO-EJEC.pdf,storage/decretos/DECRETO 23.pdf
426,storage/iniciativas/285-INIC-ABROGA-PLANEAC-VALLEDEBRAVO-EJEC.pdf,storage/decretos/DECRETO 55.pdf
427,storage/iniciativas/286-INIC-CENDI-PJUDICIAL-EJEC.pdf,storage/decretos/DECRETO 20.pdf
428,storage/iniciativas/261-INIC-LIMITES-SMPIRAMIDES-TEOTIHUACAN-EJEC2.pdf,storage/decretos/DECRETO 57.pdf
429,storage/iniciativas/288-INIC-CONSTITUC-EJEC.pdf,storage/decretos/DECRETO 99.pdf
430,storage/iniciativas/289-INIC-NIÑAS-EJEC.pdf,storage/decretos/DECRETO 56.pdf
431,storage/iniciativas/290-INIC-COD-NAC-CONGRESO-EJEC.pdf,storage/decretos/2-INIC-CODIGO NACIONAL-CONGRESO.pdf
432,storage/iniciativas/291-INIC-PJUDICIAL-TLANE-EJEC.pdf,storage/decretos/DECRETO 22.pdf
433,,storage/decretos/DECRETO 17.pdf
434,,storage/decretos/DECRETO 16.pdf
435,,storage/decretos/DECRETO 15.pdf
436,storage/iniciativas/265-INIC-LOPLEG-MJOSE-PM.pdf,
437,storage/iniciativas/266-INIC-COD-ELECT-RIOS-PM.pdf,storage/decretos/DECRETO 19.pdf
438,storage/iniciativas/267-INIC-COD-BIODIV-LINARES-PVEM.pdf,
439,storage/iniciativas/268-INIC-RESPONSABIL-PRI.pdf,
440,storage/iniciativas/269-INIC-PREVENC-PMC.pdf,
441,storage/iniciativas/270-INIC-EDUCAC-PRD.pdf,storage/decretos/DECRETO 135.pdf
1190,,storage/decretos/ACUERDO 34.pdf
1191,storage/iniciativas/35-MINUTA-CPEUM-PRISION-SENADO.pdf,storage/decretos/ACUERDO 35-minuta.pdf
1192,storage/iniciativas/36-MINUTA-CPEUM-SIMPLIFICACION ORGANICA-SENADO.pdf,storage/decretos/ACUERDO 36-minuta.pdf
442,,storage/decretos/DECRETO 18.pdf
443,,storage/decretos/DECRETO 27.pdf
444,storage/iniciativas/266-INIC-CAUTELARES-EJEC.pdf,storage/decretos/DECRETO 59.pdf
445,storage/iniciativas/267-INIC-COD-PENAL-LUISA-PM.pdf,
b89bd807-d249-49c3-a7c0-c496c3a39ae4,storage/iniciativas/268-INIC-COD-BIODIV-ESTRADA-PM.pdf,storage/decretos/DECRETO 131.pdf
447,storage/iniciativas/269-INIC-COD-FINANC-HECTOR-PVEM.pdf,
448,storage/iniciativas/270-INIC-AGUA-SILVA-PVEM.pdf,
449,storage/iniciativas/271-INIC-DERECH-HUMA-OSCAR-PT.pdf,
450,storage/iniciativas/272-INIC-COD-BIODIV-JPSUE-PT.pdf,storage/decretos/DECRETO 96.pdf
451,storage/iniciativas/273-COD-FINANC-PRI.pdf,
452,storage/iniciativas/274-INIC-LOMPAL-PMC.pdf,
453,storage/iniciativas/275-INIC-COD-BIODIV-PMC.pdf,storage/decretos/DECRETO 90.pdf
454,storage/iniciativas/276-INIC-COD-PENAL-PRD.pdf,
455,,storage/decretos/DECRETO 28.pdf
456,storage/iniciativas/01 LIEM 2025.pdf,storage/decretos/DECRETO 29.pdf
457,storage/iniciativas/02 LIM 2025.pdf,storage/decretos/DECRETO 30.pdf
458,storage/iniciativas/05 PEGEM 2025.pdf,storage/decretos/DECRETO 32.pdf
459,storage/iniciativas/03 CFEMYM 2025.pdf,storage/decretos/DECRETO 31.pdf
460,storage/iniciativas/04 Global FAIS 2025-2026.pdf,storage/decretos/DECRETO 33.pdf
461,storage/iniciativas/282-INIC-CAEM-SAMUEL-PM.pdf,
462,storage/iniciativas/283-INIC-COD-BIODIVER-PVEM.pdf,storage/decretos/DEC 176.pdf
463,storage/iniciativas/284-INIC-JUVENTUD-ALEXIA-PAN.pdf,
464,storage/iniciativas/285-INIC-COD-FINANC-KRISHNA-PAN.docx,
465,storage/iniciativas/286-INIC-PUEBLOS-PMC.pdf,
1193,storage/iniciativas/18-PA-DELITOS-YARELI-PT.pdf,
1194,storage/iniciativas/19-PA-VIH-ROSA-PM.pdf,
1195,storage/iniciativas/20-PA-ARBOLES-VANESSA-PVEM.pdf,
1196,storage/iniciativas/37-MINUTA-CPEUM-SALUD-SENADO.pdf,storage/decretos/ACUERDO 37-minuta.pdf
1197,,storage/decretos/ACUERDO 38.pdf
466,,storage/decretos/DECRETO 60.pdf
467,storage/iniciativas/61-INIC-AÑO 2025.pdf,storage/decretos/DECRETO 61.pdf
468,storage/iniciativas/252-INIC-COD-PENAL-PRD-PAN.doc,
469,storage/iniciativas/253-INIC-MPIO-ATZINGO.pdf,
470,storage/iniciativas/254-RENUNCIA-MGDA-ANA ROSA.pdf,storage/decretos/DECRETO 83.pdf
471,storage/iniciativas/255-RENUNCIA-MGDA-PATRICIA LUCIA.pdf,storage/decretos/DECRETO 84.pdf
472,storage/iniciativas/256-RENUNCIA-MGDO-EVERARDO SHAIN.pdf,storage/decretos/DECRETO 85.pdf
473,storage/iniciativas/257-RENUNCIA-MGDO-JOSE NOE.pdf,storage/decretos/DECRETO 86.pdf
474,storage/iniciativas/258-RENUNCIA-MGDO-JOSE SALIM.pdf,storage/decretos/DECRETO 87.pdf
475,storage/iniciativas/259-INIC-EDUCACIÓN-EJEC.pdf,storage/decretos/DECRETO 94.pdf
476,storage/iniciativas/260-INIC-CODIGO PENAL-EJEC.pdf,storage/decretos/DECRETO 89.pdf
477,storage/iniciativas/261-INIC-BIODIVERSIDAD-RESIDUOS-EJEC.pdf,storage/decretos/DECRETO 95.pdf
478,storage/iniciativas/262-INIC-SEGURIDAD-EJEC.pdf,
479,storage/iniciativas/263-INIC-NEZAHUALCÓYOTL-EJEC.pdf,storage/decretos/DECRETO 93.pdf
480,storage/iniciativas/264-INIC-BIODIVERSIDAD-CICLO-EJEC.pdf,storage/decretos/DECRETO 96.pdf
481,storage/iniciativas/265-INIC-BIODIBERSIDAD-PLÁSTICOS-EJEC.pdf,storage/decretos/DECRETO 90.pdf
482,storage/iniciativas/266-INIC-COD-ADMINISTRATIVO-EJEC.pdf,storage/decretos/DECRETO 91.pdf
1198,storage/iniciativas/39-LICEN-JUAN ZEPEDA.pdf,storage/decretos/ACUERDO 39.pdf
1199,,storage/decretos/ACUERDO 40.pdf
1200,storage/iniciativas/21-PA-CRISIS-HIDRICA-GUTIERREZ-PM.docx,
1201,storage/iniciativas/41-PA-INTEGR-COMISIONE-JCP.doc,storage/decretos/ACUERDO 41.pdf
483,storage/iniciativas/64-INIC-1A-1EXTRAORD.doc,storage/decretos/DECRETO 64.pdf
484,storage/iniciativas/65-INIC-CODIGO ELECTORAL--.docx,storage/decretos/65-DECRETO-CODIGO ELECTORAL.docx
1202,,storage/decretos/ACUERDO 42.pdf
266,storage/iniciativas/132-INIC-LOMPAL-PRD.docx,
1203,storage/iniciativas/43-PA-PODER JUDICIAL-2025.doc,storage/decretos/43-ACU-PODER JUDICIAL-2025.doc
485,storage/iniciativas/2a-RENUNCIA-MGDO-ENRIQUE VICTOR MANUEL VEGA GOMEZ-2.pdf,storage/decretos/DECRETO 70.pdf
486,storage/iniciativas/2b-RENUNCIA-MGDA-MA CRISTINA MIRANDA CRUZ.pdf,storage/decretos/DECRETO 69.pdf
487,storage/iniciativas/2c-RENUNCIA-MGDO-PATRICIO TIBERIO SANCHEZ VERTIZ.pdf,storage/decretos/DECRETO 68.pdf
488,storage/iniciativas/2d-RENUNCIA-MGDO-JUAN ARTURO VELAZQUEZ MENDEZ.pdf,storage/decretos/DECRETO 72.pdf
489,storage/iniciativas/2e-RENUNCIA-MGDO-ALEJANDRO VELAZQUEZ CONTRERAS.pdf,storage/decretos/DECRETO 73.pdf
490,storage/iniciativas/2f-RENUNCIA-MGDO-FELIPE MATA HERNANDEZ.pdf,storage/decretos/DECRETO 71.pdf
491,storage/iniciativas/2g-RENUNCIA-MGDO-TOMAS SANTANA MALVAEZ.pdf,storage/decretos/DECRETO 75.pdf
492,storage/iniciativas/2h-RENUNCIA-MGDO-EDUARDO ALEJANDRO JARAMILLO SALGADO.pdf,storage/decretos/DECRETO 76.pdf
493,storage/iniciativas/2i-RENUNCIA-MGDA-ELIZABETH RODRIGUEZ CAÑEDO.pdf,storage/decretos/DECRETO 74.pdf
