id_iniciativa,ruta_iniciativa,ruta_decreto
494,storage/iniciativas/2j-RENUNCIA-MGDO-RAYMUNDO GARCIA HERNANDEZ.pdf,storage/decretos/DECRETO 81.pdf
495,storage/iniciativas/2k-RENUNCIA-MGDO-RAUL AARON ROMERO ORTEGA.pdf,storage/decretos/DECRETO 80.pdf
496,storage/iniciativas/2l-RENUNCIA-MGDA- LUCIA NUÑEZ AGUILAR.pdf,storage/decretos/DECRETO 79.pdf
497,storage/iniciativas/2m-RENUNCIA-MGDO-SERGIO ARTURO VALLS ESPONDA.pdf,storage/decretos/DECRETO 78.pdf
498,storage/iniciativas/2n-RENUNCIA-MGDO-SERGIO CASTILLO MIRANDA.pdf,storage/decretos/DECRETO 77.pdf
499,storage/iniciativas/2o-RENUNCIA-MGDO-RICARDO ALFREDO SODI CUELLAR.pdf,storage/decretos/DECRETO 82.pdf
1204,,storage/decretos/ACUERDO 44.pdf
501,storage/iniciativas/67-INIC-COMITÉ DE EVALUACIÓN.doc,storage/decretos/DECRETO 67.pdf
502,storage/iniciativas/260-INIC-CONSTITUC-ESTRADA-PM.pdf,
503,storage/iniciativas/261-INIC-LOMPAL-COLLETE-PM.pdf,
504,storage/iniciativas/262-INIC-DIGITAL-RIOS-PM.pdf,
505,storage/iniciativas/263-INIC-COD-FINANC-PVEM.pdf,
506,storage/iniciativas/264-INIC-COD-BIOD-PVEM.pdf,storage/decretos/DECRETO 95.pdf
507,storage/iniciativas/265-INIC-MIGRANT-PVEM.pdf,
508,storage/iniciativas/266-INIC-LOMPAL-YURIXI-PT.pdf,
509,storage/iniciativas/267-INIC-TURISMO-URBINA-PRI.pdf,
510,storage/iniciativas/268-INIC-CONSTITUC-KRISHNA-PAN.pdf,
511,storage/iniciativas/269-INIC-CONSTITUC-PMC.pdf,
1205,storage/iniciativas/45-PA-PARIDAD-PMC.pdf,
1206,storage/iniciativas/46-PA-ESTRATEG-JOANNA-PAN.pdf,storage/decretos/ACUERDO 46.pdf
1207,storage/iniciativas/22-PA-DEPORTE-NELLY-PM.pdf,
1208,storage/iniciativas/47-PA-MIGRANTES-ZURITA-PM.pdf,storage/decretos/ACUERDO 47.pdf
1209,storage/iniciativas/23-PA-VALLEDECHALCO-YESICA-PM.pdf,
1210,storage/iniciativas/24-PA-GOBERNANZA-SELINA-PM.pdf,
1211,storage/iniciativas/25-PA-SALUD-PRD.pdf,
1212,storage/iniciativas/48-PA-PARIDAD-PAOLA.pdf,storage/decretos/ACUERDO 48.pdf
513,storage/iniciativas/267-INIC-ANTICOR-PLIEGO-PM-.docx,
514,storage/iniciativas/268-INIC-LOMPAL-YESICA-PM.pdf,
515,storage/iniciativas/269-INIC-UNIVER-OCTAVIO-PM.pdf,
516,storage/iniciativas/270-INIC-COD-PEN-ZURITA-PM.pdf,storage/decretos/DEC 177.pdf
517,storage/iniciativas/271-INIC-INFANC-RIGOBERTO-PM.pdf,
518,storage/iniciativas/272-INIC-MIGRANT-VALDEÑA-PM.pdf,storage/decretos/DECRETO 204.pdf
519,storage/iniciativas/273-INIC-ENTREGA-CORREA-PVEM.pdf,
520,storage/iniciativas/274-INIC-CONSTI-ALEXIA-PAN.pdf,storage/decretos/DECRETO 114.pdf
521,storage/iniciativas/275-INIC-CONSTITUC-PMC.pdf,
522,storage/iniciativas/276-INIC-COD-PEN-PRD.pdf,
1213,storage/iniciativas/26-PA-DER-HUMA-NELLY-PM.pdf,
1214,storage/iniciativas/27-PA-SALUD-HONORIA-PVEM.pdf,
1215,storage/iniciativas/49-PA-INDIGENA-MEJIA-PRI.pdf,storage/decretos/ACUERDO 49.pdf
1216,storage/iniciativas/28-PA-EDUCAC-CONSUELO-PT.pdf,
1217,storage/iniciativas/29-PA-FISCAL-PMC.pdf,
523,storage/iniciativas/269-INIC-COD-FINANC-OCTAVIO-PM.pdf,
524,storage/iniciativas/270-INIC-SOCIAL-AZUCENA-PM.pdf,
525,storage/iniciativas/271-INIC-GACETA-PLIEGO-PM.pdf,storage/decretos/DECRETO 115.pdf
526,storage/iniciativas/272-INIC-EDUCAC-RIGOBERTO-PM.pdf,
527,storage/iniciativas/273-INIC-COD-CIVIL-LUISA-PM.pdf,
528,storage/iniciativas/274-INIC-CONSTITUC-VALDEÑA-PM.docx,storage/decretos/DECRETO 182.pdf
529,storage/iniciativas/275-INIC-COD-CIVIL-ROSA-PM.PDF,
530,storage/iniciativas/276-INIC-CONSTITUC-PVEM.pdf,storage/decretos/DEC 243.pdf
531,storage/iniciativas/277-INIC-COD-BIODIV-PVEM.pdf,storage/decretos/DECRETO 195.pdf
532,storage/iniciativas/278-INIC-DESAPAR-YURIXI-PT.pdf,
8c350198-7d29-4550-a336-71ee2d5bcc41,storage/iniciativas/279-INIC-CONSTITUC-CAMACHO-PRI.pdf,storage/decretos/DECRETO 182.pdf
d03f9e3a-ba61-4009-809b-442a55c47858,storage/iniciativas/280-INIC-BIODIV-ANUAR-PAN.DOC,
535,storage/iniciativas/281-INIC-MUJERES-PRD.pdf,
1218,storage/iniciativas/28-PA-ECONOMIA-ROMAN-PAN.pdf,
1219,storage/iniciativas/30-PA-TENANGO-PMC.pdf,
1220,storage/iniciativas/31-PA-SALUD-PRD.pdf,
536,storage/iniciativas/282-INIC-DEPORTE-TLALNE-GRACIELA-PM.pdf,storage/decretos/DEC 118.pdf
537,storage/iniciativas/283-INIC-LOMPAL-ARLETH-PM.pdf,
e6c39905-afd0-4024-86d1-94123ad1fa4e,storage/iniciativas/284-INIC-MUJERES-ESTRADA-PM.pdf,
539,storage/iniciativas/285-INIC-CONSTITUC-ITZEL-PVEM.pdf,storage/decretos/DEC 121.pdf
540,storage/iniciativas/286-INIC-MUJERES-YURIXI-PT.pdf,
541,storage/iniciativas/287-INIC-TRATO-JOANNA-PAN.pdf,storage/decretos/DECRETO 224.pdf
542,storage/iniciativas/288-INIC-CONCES-PMC.pdf,
1221,,storage/decretos/ACUERDO 51.pdf
1222,,storage/decretos/ACUERDO 52.pdf
1223,storage/iniciativas/32-PA-CRISIS-VALENTIN-PM.pdf,
1224,storage/iniciativas/33-PA-SALUD-CASTRO-PRI.pdf,
543,storage/iniciativas/92-INIC-DESIGNACIÓNCONSEJODELAJUDICATURA.doc,storage/decretos/DECRETO 92.pdf
1225,storage/iniciativas/53-MINUTA-CPEUM-NEPOTISMO-CDDIPUTADOS.pdf,storage/decretos/ACUERDO 53.pdf
544,storage/iniciativas/289-INIC-COD-CIVIL-EJEC.pdf,storage/decretos/DEC 100.pdf
37595e69-2ac6-4fc6-9197-32c9a790b92c,storage/iniciativas/290-INIC-COD-PENAL-EJEC.pdf,storage/decretos/DEC 101.pdf
546,storage/iniciativas/6-INIC-RENUNCIA-MGDO-TJA-EJEC.pdf,storage/decretos/DECRETO 98.pdf
547,storage/iniciativas/291-INIC-MUJERES-AZUCENA-PM.pdf,
548,storage/iniciativas/292-INIC-COD-PENAL-KARIM-PM.pdf,storage/decretos/DECRETO 197.pdf
549,storage/iniciativas/293-INIC-EDUCAC-COLETTE-PM.pdf,
550,storage/iniciativas/294-INIC-TRABAJO-ROSA-PM.PDF,
551,storage/iniciativas/295-INIC-COD-CIVIL-LINARES-PVEM.pdf,
552,storage/iniciativas/296-INIC-DESAPARIC-YURIXI-PT.pdf,
553,storage/iniciativas/297-INIC-CONSTITUC-ALEXIA-PAN.pdf,
554,storage/iniciativas/298-INIC-PATRIMONIAL-PMC.pdf,
555,storage/iniciativas/299-INIC-PREVENC-PRD.PDF,
1226,storage/iniciativas/54-PA-BIENES-CERON-PM.pdf,storage/decretos/ACUERDO 54.pdf
1227,storage/iniciativas/34-PA-SEGURIDAD-CAMACHO-PRI.pdf,
1228,storage/iniciativas/35-PA-AGENDA-EMMA-PAN.pdf,
556,storage/iniciativas/97-INIC-DESG-INESLE-JCP.doc,storage/decretos/DECRETO 97.pdf
1229,storage/iniciativas/55-MINUTA-CPEUM-JOVENES-SENADO.pdf,storage/decretos/ACUERDO 55.pdf
1230,storage/iniciativas/56-MINUTA-CPEUM-MAICES-SENADO.pdf,storage/decretos/ACUERDO 56.pdf
1231,storage/iniciativas/57-MINUTA-CPEUM-FORTALECIMIENTO-CDDIPUTADOS.pdf,storage/decretos/ACUERDO 57.pdf
557,storage/iniciativas/300-INIC-CÓD- CIVIL-EJEC.pdf,
558,storage/iniciativas/301-INIC-DESAR-SOCIAL-EJEC.pdf,storage/decretos/DECRETO 105.pdf
559,storage/iniciativas/302-INIC-CONSTITUC-ZURITA-PM.pdf,
560,storage/iniciativas/303-INIC-SARAPE-AZUCENA-PM.docx,storage/decretos/DECRETO 127.pdf
561,storage/iniciativas/304-INIC-MUJERES-YESICA-PM.doc,storage/decretos/DECRETO 250.pdf
562,storage/iniciativas/305-INIC-ADOPC-PLIEGO-PM.pdf,
563,storage/iniciativas/306-INIC-CONSTITUC-PEREZ-PM.pdf,
564,storage/iniciativas/307-INIC-COD-PENAL-SILVA-PVEM.pdf,
565,storage/iniciativas/308-INIC-CONSTITUC-ADAME-PVEM.pdf,storage/decretos/DECRETO 264.pdf
566,storage/iniciativas/309-INIC-COD-PENAL-LINARES-PVEM.pdf,storage/decretos/DEC 101.pdf
567,storage/iniciativas/310-INIC-MAIZ-SOFIA-PT.pdf,
568,storage/iniciativas/311-INIC-CONSTITUC-MEJIA-PRI.pdf,
569,storage/iniciativas/312-INIC-FOMENTO-COLIN-PRI.pdf,
570,storage/iniciativas/313-INIC-COD-PENAL-KRISHNA-PAN.docx,
571,storage/iniciativas/314-INIC-AGUA-ANUAR-PAN.docx,
572,storage/iniciativas/315-INIC-TRABAJO-PMC.pdf,storage/decretos/DECRETO 133.pdf
573,storage/iniciativas/316-INIC-VIVIENDA-PRD.pdf,
1232,storage/iniciativas/58-PA-CAMBILDOS-SAMUELH-PM.pdf,storage/decretos/ACUERDO 58.pdf
1233,storage/iniciativas/36-PA-SENADO-PMC.pdf,
1234,,storage/decretos/ACUERDO 59.pdf
574,storage/iniciativas/317-INIC-EDUCAC-AZUCENA-PM.pdf,
575,storage/iniciativas/318-INIC-LOPL-JENNIFER-PM.pdf,storage/decretos/DECRETO 124.pdf
576,storage/iniciativas/319-INIC-DEFENS-SUSANA-PM.pdf,
577,storage/iniciativas/320-INIC-COD-PENAL-ZAIRA-PM.pdf,
578,storage/iniciativas/321-INIC-COD-CIVIL-ITZEL-PVEM.pdf,
579,storage/iniciativas/322-INIC-COD-ADM-PELAEZ-PVEM.pdf,
580,storage/iniciativas/323-INIC-COD-PENAL-URBINA-PRI.pdf,storage/decretos/DECRETO 132.pdf
581,storage/iniciativas/324-INIC-MUEJRES-JOANNA-PAN.docx,
582,storage/iniciativas/325-INIC-LECTURA-PMC.pdf,storage/decretos/DECRETO 252.pdf
583,storage/iniciativas/326-INIC-PIROTEC-PMC.pdf,
584,storage/iniciativas/327-INIC-COD-PENAL-PRD.pdf,
1235,storage/iniciativas/60-PA-ANTICORRUPCION-VALDEÑA-PM.pdf,storage/decretos/ACUERDO 60.pdf
1236,storage/iniciativas/37-PA-TRABAJO-SAMUELH-PM.pdf,
1237,storage/iniciativas/38-PA-SILLAS-ROMAN-PAN.pdf,
1238,storage/iniciativas/61-MINUTA-CPEUM-SIMPLIFIC-CDDIP.pdf,storage/decretos/ACUERDO 61-minuta.pdf
1239,storage/iniciativas/62-PA-IMAGEN INSTITUCIONAL.doc,storage/decretos/ACUERDO 62.pdf
585,storage/iniciativas/325-INIC-AMNISTIA-EJEC.pdf,
586,storage/iniciativas/326-INIC-COD-PENAL-EJEC.pdf,
587,storage/iniciativas/327-INIC-BIODIV-EJEC.pdf,
588,storage/iniciativas/328-INIC-COD-PENAL-ANIMAL-EJEC.pdf,
589,storage/iniciativas/329-INIC-CONSTITUC-EJEC.pdf,storage/decretos/DEC 121.pdf
590,storage/iniciativas/330-INIC-BIODIV-AREAS-EJEC.pdf,storage/decretos/DECRETO 103.pdf
1240,,storage/decretos/ACUERDO 63.pdf
591,storage/iniciativas/331-INIC-LOMPAL-LUISA-PM.pdf,
592,storage/iniciativas/332-INIC-AGUA-SILVA-PVEM.pdf,
593,storage/iniciativas/333-INIC-LOMPAL-HECTOR-PVEM.pdf,
594,storage/iniciativas/334-INIC-PLACAS-SARA-PT.pdf,
595,storage/iniciativas/335-INIC-CONGRESO-YURIXI-PT.pdf,storage/decretos/3-INIC-CONGRESO-YURIXI-PT.pdf
596,storage/iniciativas/336-INIC-DESARR-SOCIAL-CAMACHO-PRI.pdf,
597,storage/iniciativas/337-INIC-CONSTITUC-EMMA-PAN.pdf,
598,storage/iniciativas/338-INIC-NIÑAS-ANUAR-PAN-.docx,
599,storage/iniciativas/339-INIC-SEGURIDAD-PMC.pdf,
600,storage/iniciativas/340-INIC-CONSTITUC-PMC.pdf,storage/decretos/DECRETO 182.pdf
1241,storage/iniciativas/39-PA-FISCALIA-VALENTIN-PM.pdf,
1242,storage/iniciativas/64-PA-TRABAJO-COLIN-PRI.pdf,storage/decretos/ACUERDO 64.pdf
1243,storage/iniciativas/65-PA-COMISIONES-JCP.doc,storage/decretos/ACUERDO 65.pdf
601,storage/iniciativas/336-INIC-LyRPLEG-MAURILIO-PM.pdf,
602,storage/iniciativas/337-INIC-JUGUETE-AZUCENA-PM.PDF,
603,storage/iniciativas/338-INIC-CONSTITUC-PEREZ-PM.pdf,storage/decretos/DECRETO 182.pdf
604,storage/iniciativas/339-INIC-LOMPAL-LULE-PM.pdf,
605,storage/iniciativas/340-INIC-BIENES-ARLETH-PM.pdf,storage/decretos/DECRETO 257.pdf
606,storage/iniciativas/341-INIC-EDUCAC-RIGOBERTO-PM.pdf,
607,storage/iniciativas/342-INIC-FISCALIA-ELENA-PM.pdf,
608,storage/iniciativas/343-INIC-COD-PENAL-OCTAVIO-PM.pdf,storage/decretos/DECRETO 199.pdf
609,storage/iniciativas/344-INIC-COD-PENAL-SILVA-PVEM.pdf,
610,storage/iniciativas/345-INIC-AGUA-KALID-PT.pdf,
611,storage/iniciativas/346-INIC-COD-PENAL-SOFIA-PT.pdf,
612,storage/iniciativas/347-INIC-SEGURIDAD-URBINA-PRI.pdf,
613,storage/iniciativas/348-INIC-INDIGENA-MEJIA-PRI.pdf,
614,storage/iniciativas/349-INIC-FISCALIA-KRISHNA-PAN.pdf,
615,storage/iniciativas/350-INIC-COD-PENAL-ALEXIA-PAN.pdf,
617,storage/iniciativas/352-INIC-BIODIV-PMC.pdf,
618,storage/iniciativas/353-INIC-COD-ADM-PRD.PDF,storage/decretos/DECRETO 254.pdf
1244,storage/iniciativas/66-PA-URBANO-SELINA-PM.pdf,storage/decretos/ACUERDO 66.pdf
1245,storage/iniciativas/40-PA-PIPAS-ITZEL-PVEM.pdf,
619,storage/iniciativas/354-INIC-LOPLEG-YURIXI-PT.pdf,
620,storage/iniciativas/353-INIC-GACETA-EJEC.pdf,storage/decretos/DECRETO 115.pdf
621,storage/iniciativas/354-INIC-LOMPAL-GRACIELA-PM.pdf,
622,storage/iniciativas/355-INIC-DEPORTE-ROSA-PM.pdf,storage/decretos/DECRETO 215.pdf
623,storage/iniciativas/356-INIC-CONSTITUC-OCTAVIO-PM.pdf,
624,storage/iniciativas/357-INIC-LyRPLEG-ESPINDOLA-PM.pdf,
625,storage/iniciativas/358-INIC-COD-ADM-PLIEGO-PM.docx,
626,storage/iniciativas/359-INIC-ACOSO-ITZEL-PVEM.pdf,
627,storage/iniciativas/360-INIC-RPLEG-ZARZOSA-PRI.pdf,
628,storage/iniciativas/361-INIC-LOPLEG-EMMA-PAN.pdf,
629,storage/iniciativas/362-INIC-FOMENTO-CORTES-PAN.docx,
630,storage/iniciativas/363-INIC-RESPONSAB-PMC.pdf,
631,storage/iniciativas/364-INIC-COD-FINANC-PMC.pdf,
632,storage/iniciativas/365-INIC-PASEO-PRD.pdf,storage/decretos/DECRETO 202.pdf
1303,,storage/decretos/ACUERDO 102.pdf
633,storage/iniciativas/366-INIC-MIGRANTES-YARELI-PT.PDF,
1246,storage/iniciativas/41-PA-JUVENTUD-ADAME-PVEM.pdf,
1247,storage/iniciativas/42-PA-AGUA-HONORIA-PVEM.pdf,
1248,storage/iniciativas/67-PA-BUSQUEDA-CASTRO-PRI.pdf,storage/decretos/ACUERDO 67.pdf
1249,storage/iniciativas/68-PA-MOVILIDAD-SOFIA-PT.pdf,storage/decretos/ACUERDO 68.pdf
1250,storage/iniciativas/69-PA-INTEGR-COMISIONES-JCP-.doc,storage/decretos/ACUERDO 69.pdf
634,storage/iniciativas/3-INIC-SIU-MGDA-EJEC.pdf,storage/decretos/DECRETO 106.pdf
1251,,storage/decretos/ACUERDO 70.pdf
635,storage/iniciativas/367-INIC-TAPETE-AZUCENA-PM.pdf,
636,storage/iniciativas/368-INIC-COD-PENAL-OCTAVIO-PM.pdf,storage/decretos/DECRETO 128.pdf
637,storage/iniciativas/369-INIC-DESAR-SOC-LUISA-PM.pdf,
638,storage/iniciativas/370-INIC-ENTREGA-ESPINDOLA-PM.pdf,
639,storage/iniciativas/371-INIC-BIODIV-HECTOR-PVEM.pdf,
640,storage/iniciativas/372-INIC-LOAP-MEJIA-PRI.PDF,
641,storage/iniciativas/373-INIC-CUIDADO-JOANNA-PAN.pdf,
642,storage/iniciativas/374-INIC-NIÑAS-KARINA-PAN.pdf,
643,storage/iniciativas/375-INIC-COD-PENAL-PMC.pdf,storage/decretos/DECRETO 128.pdf
644,storage/iniciativas/376-INIC-ARBOLADO-PMC.PDF,
645,storage/iniciativas/377-INIC-AGUA-PRD.pdf,
646,storage/iniciativas/378-INIC-COD-PENAL-KALID-PT.pdf,
1252,storage/iniciativas/43-PA-TRABAJO-ITZEL-PVEM.pdf,
1253,storage/iniciativas/44-PA-CENTINELA-HONORIA-PVEM.pdf,
1254,storage/iniciativas/45-PA-DESPOJO-URBINA-PRI.pdf,
647,,storage/decretos/DECRETO 107.pdf
648,storage/iniciativas/373-OFICIO-CTA-PUBLICA-2024.pdf,storage/decretos/DECRETO 222.pdf
649,storage/iniciativas/374-INIC-CONSTITUC-EJEC.pdf,
650,storage/iniciativas/375-INIC-DEPORTE-VALENTIN-PM.pdf,
651,storage/iniciativas/376-INIC-CONSTITUC-PLIEGO-PM.pdf,storage/decretos/DECRETO 198.pdf
652,storage/iniciativas/377-INIC-EDUCAC-COLETTE-PM.pdf,
653,storage/iniciativas/378-INIC-COD-CIVIL-SELINA-PM.pdf,
654,storage/iniciativas/379-INIC-COD-CIVIL-ELENA-PM.pdf,
655,storage/iniciativas/380-INIC-COD-CIVIL-EDGAR-PM.pdf,
656,storage/iniciativas/381-INIC-CONSTITUC-GRACIELA-PM.pdf,
657,storage/iniciativas/382-INIC-SEGURIDAD-NELLY-PM.pdf,storage/decretos/DECRETO 220.pdf
658,storage/iniciativas/383-INIC-COD-PENAL-GUTIERREZ-PM.pdf,storage/decretos/DECRETO 128.pdf
659,storage/iniciativas/384-INIC-BIODIV-CARLOS-PVEM.pdf,storage/decretos/DECRETO 183.pdf
660,storage/iniciativas/385-INIC-BIODIV-HECTOR-PVEM.pdf,storage/decretos/DECRETO 131.pdf
661,storage/iniciativas/386-INIC-BIENEST-FIGUEROA-PVEM.pdf,
662,storage/iniciativas/387-INIC-COD-PENAL-YURIXI-PT.pdf,
663,storage/iniciativas/388-INIC-JUVENTUD-YARELI-PT.pdf,storage/decretos/DEC 235.pdf
664,storage/iniciativas/389-INIC-LOMPAL-ZARZOSA-PRI.pdf,
665,storage/iniciativas/390-INIC-COD-PENAL-EMMA-PAN.pdf,
666,storage/iniciativas/391-INIC-EDUCAC-PMC.pdf,
667,storage/iniciativas/392-INIC-LOADM-PRD.pdf,
1255,storage/iniciativas/46-PA-SIMPLIFICAC-PEREZ-PM.pdf,
1256,storage/iniciativas/47-PA-FACULTADES-KARIM-PM.pdf,
1257,storage/iniciativas/71-PA-MIGRANTES-SANTILLAN-PT.pdf,storage/decretos/ACUERDO 71.pdf
1258,storage/iniciativas/72-PA-PALMILLAS-MEJIA-PRI.pdf,storage/decretos/ACUERDO 72.pdf
1259,storage/iniciativas/48-PA-CLIMATICO-ANUAR-PAN.pdf,
1260,,storage/decretos/ACUERDO 73.pdf
668,storage/iniciativas/393-INIC-COD-FINANC-OCTAVO-PM.pdf,
669,storage/iniciativas/394-INIC-KOMPAL-AZUCENA-PM.pdf,
670,storage/iniciativas/395-INIC-CONSTITUC-ELENA-PM.pdf,storage/decretos/DECRETO 198.pdf
671,storage/iniciativas/396-INIC-DEPORTE-NELLY-PM.pdf,
672,storage/iniciativas/397-INIC-LGBT-LUISA-PM.pdf,
673,storage/iniciativas/398-INIC-COD-PENAL-SUSANA-PM.pdf,
674,storage/iniciativas/399-INIC-LACTANC-ITZEL-PVEM.pdf,
675,storage/iniciativas/400-INIC-NORMAL-PLATA-PT.pdf,
676,storage/iniciativas/401-INIC-MOVILIDAD-SOFIA-PT.pdf,
677,storage/iniciativas/402-INIC-CONSTITC-COLIN-PRI.pdf,
678,storage/iniciativas/403-INIC-COD-ADM-KRISHNA-PAN.pdf,
679,storage/iniciativas/404-INIC-NIÑAS-ALEXIA-PAN.pdf,
681,storage/iniciativas/405-INIC-BIODIVER-PMC.pdf,
681,storage/iniciativas/406-INIC-CONSTITUC-PMC.pdf,
682,storage/iniciativas/407-INIC-MOVILIDAD-PRD.pdf,
1261,storage/iniciativas/49-PA-ASUETO-LINARES-PVEM.pdf,
1262,storage/iniciativas/74-PA-ENCUENTRO-YURIXI-PT.pdf,storage/decretos/ACUERDO 74.pdf
683,storage/iniciativas/3-INIC-PREDIO-CHICOLOAPAN-EJEC.pdf,storage/decretos/DEC 120.pdf
684,storage/iniciativas/408-INIC-UNIDADES-EJEC.PDF,
685,storage/iniciativas/958_removed.pdf,storage/decretos/DECRETO 123.pdf
686,storage/iniciativas/410-INIC-CONST-TRANSP-EJEC.pdf,storage/decretos/DECRETO 198.pdf
687,storage/iniciativas/411-INIC-CONST-OCTAVIO-PM.pdf,
688,storage/iniciativas/412-INIC-DER-HUM-AZUCENA-PM.pdf,
689,storage/iniciativas/413-INIC-UNIDADES-PVEM.pdf,
690,storage/iniciativas/414-INIC-COD-CIVIL-CASTRO-PRI.pdf,
691,storage/iniciativas/415-INIC-COD-PENAL-ANUAR-PAN.pdf,storage/decretos/DECRETO 217.pdf
1263,storage/iniciativas/50-PA-TENANCINGO-PMC.pdf,
692,storage/iniciativas/416-INIC-CONST-BIENESTAR-EJEC.pdf,storage/decretos/DECRETO 182.pdf
693,storage/iniciativas/4-INIC-LICENCIA-MGDA-TSJ.pdf,storage/decretos/DECRETO 125.pdf
694,storage/iniciativas/122-INIC-2EXTRA-DIP-PERMAN.doc,storage/decretos/DECRETO 122.pdf
696,storage/iniciativas/5-INIC-INMUEBLE-NAUCALPAN-EJEC.pdf,storage/decretos/DECRETO 130.pdf
1264,,storage/decretos/ACUERDO 75.pdf
1265,,storage/decretos/ACUERDO 76.pdf
697,storage/iniciativas/402-INIC-INMUEBLE-ECATEPEC-EJEC.pdf,storage/decretos/DECRETO 137.pdf
698,storage/iniciativas/3-INIC-PLACA-PEREZ-PM.pdf,storage/decretos/DECRETO 126.pdf
699,storage/iniciativas/403-INIC-CONSTITUC-ANUAR-PAN.pdf,
700,storage/iniciativas/404-INIC-INMUEBLE-IXTAPALUCA-IMSS.pdf,storage/decretos/DECRETO 139.pdf
701,storage/iniciativas/405-INIC-INMUEBLE-ATLACOMULCO-IMSS.pdf,storage/decretos/DECRETO 138.pdf
702,storage/iniciativas/406-INIC-DIADELDEPORTE-CERON-PM.pdf,storage/decretos/DEC 179.pdf
703,storage/iniciativas/407-INIC-BIDIV-COLETTE-PM.pdf,
704,storage/iniciativas/408-INIC-LOMPAL-PVEM.pdf,
705,storage/iniciativas/409-INIC-COD-FINANCIERO-PVEM.pdf,
706,storage/iniciativas/410-INIC-NIÑAS-EMMA-PAN.pdf,
707,storage/iniciativas/411-INIC-BIODIV-PMC.pdf,
708,storage/iniciativas/136-INIC-3EXTRAORD.doc,storage/decretos/DECRETO 136.pdf
1266,storage/iniciativas/51-PA-INDIGENAS-PLIEGO-PM.pdf,storage/decretos/ACUERDO 86.pdf
1267,,storage/decretos/ACUERDO 77.pdf
709,storage/iniciativas/409-INIC-INMUEBLE-IMSS-BIENEST-PUTLA-TENANGODELVALLE.pdf,storage/decretos/DECRETO 144.pdf
710,storage/iniciativas/410-INIC-INMUEBLE-IMSS-BIENEST-BALDERAS-TENANGODELVALLE.pdf,storage/decretos/DECRETO 145.pdf
711,storage/iniciativas/411-INIC-INMUEBLE-IMSS-BIENEST-CHICONCUAC.pdf,storage/decretos/DECRETO 146.pdf
712,storage/iniciativas/412-INIC-INMUEBLE-IMSS-BIENEST-CHICOLOAPAN.pdf,storage/decretos/DECRETO 147.pdf
713,storage/iniciativas/413-INIC-INMUEBLE-IMSS-BIENEST-CHIMALHUACÁN.pdf,storage/decretos/DECRETO 148.pdf
714,storage/iniciativas/414-INIC-INMUEBLE-IMSS-BIENEST-ECATEPEC.pdf,storage/decretos/DECRETO 149.pdf
715,storage/iniciativas/415-INIC-INMUEBLE-IMSS-BIENEST-NAUCALPAN.pdf,storage/decretos/DECRETO 150.pdf
716,storage/iniciativas/416-INIC-INMUEBLE-IMSS-BIENEST-TECÁMAC.pdf,storage/decretos/DECRETO 151.pdf
717,storage/iniciativas/417-INIC-INMUEBLE-IMSS-BIENEST-TEOLOYUCAN.pdf,storage/decretos/DECRETO 152.pdf
718,storage/iniciativas/418-INIC-INMUEBLE-IMSS-BIENEST-CHALCO.pdf,storage/decretos/DECRETO 153.pdf
719,storage/iniciativas/419-INIC-INMUEBLE-IMSS-BIENEST-CUAUTITLÁN IZCALL.pdf,storage/decretos/DECRETO 154.pdf
720,storage/iniciativas/420-INIC-INMUEBLE-IMSS-BIENEST-ATIZAPÁNDEZAR.pdf,storage/decretos/DECRETO 155.pdf
721,storage/iniciativas/421-INIC-INMUEBLE-IMSS-BIENEST-LERMA.pdf,storage/decretos/DECRETO 156.pdf
